experiment_name,task_id,category,grid_accuracy,cell_accuracy
exp2_champion_arc-agi-2_s307,de809cff_eval,S3,0.0,79.1203
exp2_champion_arc-agi-2_s307,dfadab01_eval,C1,0.0,70.923694
exp2_champion_arc-agi-2_s307,e12f9a14_eval,S3,0.0,87.75
exp2_champion_arc-agi-2_s307,e3721c99_eval,S3,0.0,97.284205
exp2_champion_arc-agi-2_s307,e376de54_eval,S3,0.0,96.218311
exp2_champion_arc-agi-2_s307,e8686506_eval,C1,0.0,22.587279
exp2_champion_arc-agi-2_s307,e87109e9_eval,S3,0.0,84.04981400000001
exp2_champion_arc-agi-2_s307,edb79dae_eval,S3,0.0,70.44873899999999
exp2_champion_arc-agi-2_s307,eee78d87_eval,S2,0.0,76.771242
exp2_champion_arc-agi-2_s307,f560132c_eval,S3,0.0,67.598772
exp2_champion_arc-agi-2_s307,f931b4a8_eval,S2,0.0,77.844241
exp2_champion_arc-agi-2_s307,faa9f03d_eval,C1,0.0,90.090919
exp2_champion_arc-agi-2_s307,fc7cae8d_eval,S3,0.0,73.954707
exp2_champion_arc-agi-2_s308,0934a4d8_eval,S3,0.0,21.134816
exp2_champion_arc-agi-2_s308,135a2760_eval,S3,0.0,93.87237800000001
exp2_champion_arc-agi-2_s308,136b0064_eval,C1,0.0,79.75440400000001
exp2_champion_arc-agi-2_s308,13e47133_eval,S3,0.0,77.160739
exp2_champion_arc-agi-2_s308,142ca369_eval,S3,0.0,88.549513
exp2_champion_arc-agi-2_s308,16b78196_eval,S3,0.0,95.605122
exp2_champion_arc-agi-2_s308,16de56c4_eval,C1,0.0,87.70255999999999
exp2_champion_arc-agi-2_s308,1818057f_eval,C1,0.0,94.58523699999999
exp2_champion_arc-agi-2_s308,195c6913_eval,S3,0.0,89.55373100000001
exp2_champion_arc-agi-2_s308,1ae2feb7_eval,C1,0.0,90.924631
exp2_champion_arc-agi-2_s308,20270e3b_eval,C1,0.0,63.895360000000004
exp2_champion_arc-agi-2_s308,20a9e565_eval,S3,0.0,70.914899
exp2_champion_arc-agi-2_s308,21897d95_eval,C1,0.0,75.04863499999999
exp2_champion_arc-agi-2_s308,221dfab4_eval,S3,0.0,92.835948
exp2_champion_arc-agi-2_s308,247ef758_eval,C1,0.0,86.186881
exp2_champion_arc-agi-2_s308,269e22fb_eval,S2,0.0,62.418048
exp2_champion_arc-agi-2_s308,271d71e2_eval,C1,0.0,83.01821799999999
exp2_champion_arc-agi-2_s308,28a6681f_eval,C1,0.0,94.79798500000001
exp2_champion_arc-agi-2_s308,291dc1e1_eval,C1,0.0,60.709458000000005
exp2_champion_arc-agi-2_s308,2b83f449_eval,C1,0.0,76.273162
exp2_champion_arc-agi-2_s308,2ba387bc_eval,S3,0.0,66.44474
exp2_champion_arc-agi-2_s308,2c181942_eval,S3,0.0,94.79326
exp2_champion_arc-agi-2_s308,2d0172a1_eval,S3,0.0,64.86411700000001
exp2_champion_arc-agi-2_s308,31f7f899_eval,S3,0.0,91.92954900000001
exp2_champion_arc-agi-2_s308,332f06d7_eval,C1,0.0,95.098263
exp2_champion_arc-agi-2_s308,35ab12c3_eval,S3,0.0,85.392179
exp2_champion_arc-agi-2_s308,36a08778_eval,C1,0.0,76.287234
exp2_champion_arc-agi-2_s308,38007db0_eval,S3,0.0,69.609847
exp2_champion_arc-agi-2_s308,3a25b0d8_eval,S3,0.0,48.866664
exp2_champion_arc-agi-2_s308,3dc255db_eval,C1,0.0,94.093512
exp2_champion_arc-agi-2_s308,3e6067c3_eval,S3,0.0,95.795792
exp2_champion_arc-agi-2_s308,409aa875_eval,S3,0.0,96.03529200000001
exp2_champion_arc-agi-2_s308,446ef5d2_eval,C1,0.0,78.008876
exp2_champion_arc-agi-2_s308,45a5af55_eval,S2,0.0,84.9208
exp2_champion_arc-agi-2_s308,4a21e3da_eval,S3,0.0,85.20018900000001
exp2_champion_arc-agi-2_s308,4c3d4a41_eval,C1,0.0,82.710692
exp2_champion_arc-agi-2_s308,4c416de3_eval,S3,0.0,93.33096900000001
exp2_champion_arc-agi-2_s308,4c7dc4dd_eval,S3,0.0,61.435933999999996
exp2_champion_arc-agi-2_s308,4e34c42c_eval,S3,0.0,58.666670999999994
exp2_champion_arc-agi-2_s308,53fb4810_eval,S3,0.0,95.64929400000001
exp2_champion_arc-agi-2_s308,5545f144_eval,S3,0.0,93.490701
exp2_champion_arc-agi-2_s308,581f7754_eval,S3,0.0,84.45868399999999
exp2_champion_arc-agi-2_s308,58490d8a_eval,S3,0.0,82.896776
exp2_champion_arc-agi-2_s308,58f5dbd5_eval,S3,0.0,62.673611
exp2_champion_arc-agi-2_s308,5961cc34_eval,S3,0.0,93.371769
exp2_champion_arc-agi-2_s308,5dbc8537_eval,S3,0.0,66.194351
exp2_champion_arc-agi-2_s308,62593bfd_eval,S3,0.0,94.169226
exp2_champion_arc-agi-2_s308,64efde09_eval,S3,0.0,91.98483399999999
exp2_champion_arc-agi-2_s308,65b59efc_eval,S2,0.0,65.048477
exp2_champion_arc-agi-2_s308,67e490f4_eval,S3,0.0,71.618057
exp2_champion_arc-agi-2_s308,6e453dd6_eval,C1,0.0,80.802618
exp2_champion_arc-agi-2_s308,6e4f6532_eval,S3,0.0,92.467389
exp2_champion_arc-agi-2_s308,6ffbe589_eval,S3,0.0,49.55192
exp2_champion_arc-agi-2_s308,71e489b6_eval,S3,0.0,88.92307500000001
exp2_champion_arc-agi-2_s308,7491f3cf_eval,C1,0.0,90.83046399999999
exp2_champion_arc-agi-2_s308,7666fa5d_eval,S3,0.0,85.85098099999999
exp2_champion_arc-agi-2_s308,78332cb0_eval,S2,0.0,62.156027
exp2_champion_arc-agi-2_s308,7b0280bc_eval,S3,0.0,95.51162599999999
exp2_champion_arc-agi-2_s308,7b3084d4_eval,S3,0.0,57.577182
exp2_champion_arc-agi-2_s308,7b5033c1_eval,S3,0.0,64.113633
exp2_champion_arc-agi-2_s308,7b80bb43_eval,S3,0.0,97.446958
exp2_champion_arc-agi-2_s308,7c66cb00_eval,S3,0.0,95.08436599999999
exp2_champion_arc-agi-2_s308,7ed72f31_eval,S3,0.0,93.92103300000001
exp2_champion_arc-agi-2_s308,800d221b_eval,S3,0.0,89.543158
exp2_champion_arc-agi-2_s308,80a900e0_eval,S3,0.0,91.839712
exp2_champion_arc-agi-2_s308,8698868d_eval,S3,0.0,58.199384
exp2_champion_arc-agi-2_s308,88bcf3b4_eval,S3,0.0,93.03799000000001
exp2_champion_arc-agi-2_s308,88e364bc_eval,S3,0.0,98.23392299999999
exp2_champion_arc-agi-2_s308,89565ca0_eval,S3,0.0,39.62222
exp2_champion_arc-agi-2_s308,898e7135_eval,S2,0.0,89.002838
exp2_champion_arc-agi-2_s308,8b7bacbf_eval,S3,0.0,97.387831
exp2_champion_arc-agi-2_s308,8b9c3697_eval,S3,0.0,95.782573
exp2_champion_arc-agi-2_s308,8e5c0c38_eval,S3,0.0,97.986533
exp2_champion_arc-agi-2_s308,8f215267_eval,S3,0.0,96.501659
exp2_champion_arc-agi-2_s308,8f3a5a89_eval,S3,0.0,82.05710300000001
exp2_champion_arc-agi-2_s308,9385bd28_eval,C1,0.0,85.05522300000001
exp2_champion_arc-agi-2_s308,97d7923e_eval,C1,0.0,96.707809
exp2_champion_arc-agi-2_s308,981571dc_eval,S3,0.0,92.60511500000001
exp2_champion_arc-agi-2_s308,9aaea919_eval,S3,0.0,96.48610000000001
exp2_champion_arc-agi-2_s308,9bbf930d_eval,S3,0.0,96.710034
exp2_champion_arc-agi-2_s308,a251c730_eval,S3,0.0,73.75757300000001
exp2_champion_arc-agi-2_s308,a25697e4_eval,S3,0.0,96.890871
exp2_champion_arc-agi-2_s308,a32d8b75_eval,S3,0.0,76.53932
exp2_champion_arc-agi-2_s308,a395ee82_eval,S3,0.0,92.252585
exp2_champion_arc-agi-2_s308,a47bf94d_eval,S3,0.0,92.504699
exp2_champion_arc-agi-2_s308,a6f40cea_eval,S3,0.0,71.186314
exp2_champion_arc-agi-2_s308,aa4ec2a5_eval,S3,0.0,87.446572
exp2_champion_arc-agi-2_s308,abc82100_eval,S3,0.0,83.32957700000001
exp2_champion_arc-agi-2_s308,b0039139_eval,C1,0.0,53.920356
exp2_champion_arc-agi-2_s308,b10624e5_eval,S3,0.0,95.819368
exp2_champion_arc-agi-2_s308,b5ca7ac4_eval,S3,0.0,81.121461
exp2_champion_arc-agi-2_s308,b6f77b65_eval,C1,12.4,84.12866899999999
exp2_champion_arc-agi-2_s308,b99e7126_eval,S3,0.0,97.80714400000001
exp2_champion_arc-agi-2_s308,b9e38dc0_eval,S3,0.0,88.765077
exp2_champion_arc-agi-2_s308,bf45cf4b_eval,C1,0.0,63.658263
exp2_champion_arc-agi-2_s308,c4d067a0_eval,S3,0.0,96.47538200000001
exp2_champion_arc-agi-2_s308,c7f57c3e_eval,S3,0.0,96.688828
exp2_champion_arc-agi-2_s308,cb2d8a2c_eval,S3,0.0,91.057154
exp2_champion_arc-agi-2_s308,cbebaa4b_eval,S3,0.0,90.69461299999999
exp2_champion_arc-agi-2_s308,d35bdbdc_eval,C1,0.0,92.32660700000001
exp2_champion_arc-agi-2_s308,d59b0160_eval,C1,0.0,89.79738800000001
exp2_champion_arc-agi-2_s308,d8e07eb2_eval,S3,0.0,92.555392
exp2_champion_arc-agi-2_s308,da515329_eval,S3,0.0,73.182749
exp2_champion_arc-agi-2_s308,db0c5428_eval,S3,0.0,79.85394099999999
exp2_champion_arc-agi-2_s308,db695cfb_eval,C1,0.0,86.540463
exp2_champion_arc-agi-2_s308,dbff022c_eval,C1,0.0,94.126251
exp2_champion_arc-agi-2_s308,dd6b8c4b_eval,C1,0.0,93.96388800000001
exp2_champion_arc-agi-2_s308,de809cff_eval,S3,0.0,78.832076
exp2_champion_arc-agi-2_s308,dfadab01_eval,C1,0.0,70.135541
exp2_champion_arc-agi-2_s308,e12f9a14_eval,S3,0.0,87.565257
exp2_champion_arc-agi-2_s308,e3721c99_eval,S3,0.0,97.338709
exp2_champion_arc-agi-2_s308,e376de54_eval,S3,0.0,96.91895000000001
exp2_champion_arc-agi-2_s308,e8686506_eval,C1,0.0,20.206329
exp2_champion_arc-agi-2_s308,e87109e9_eval,S3,0.0,83.586808
exp2_champion_arc-agi-2_s308,edb79dae_eval,S3,0.0,69.78143299999999
exp2_champion_arc-agi-2_s308,eee78d87_eval,S2,0.0,75.94247999999999
exp2_champion_arc-agi-2_s308,f560132c_eval,S3,0.0,67.401236
exp2_champion_arc-agi-2_s308,f931b4a8_eval,S2,0.0,78.042885
exp2_champion_arc-agi-2_s308,faa9f03d_eval,C1,0.0,90.72961299999999
exp2_champion_arc-agi-2_s308,fc7cae8d_eval,S3,0.0,73.560975
exp2_champion_arc-agi-2_s309,0934a4d8_eval,S3,0.0,18.999981000000002
exp2_champion_arc-agi-2_s309,135a2760_eval,S3,0.0,93.826669
exp2_champion_arc-agi-2_s309,136b0064_eval,C1,0.0,79.29826200000001
exp2_champion_arc-agi-2_s309,13e47133_eval,S3,0.0,77.160738
exp2_champion_arc-agi-2_s309,142ca369_eval,S3,0.0,89.14719
exp2_champion_arc-agi-2_s309,16b78196_eval,S3,0.0,95.720805
exp2_champion_arc-agi-2_s309,16de56c4_eval,C1,0.0,87.941024
exp2_champion_arc-agi-2_s309,1818057f_eval,C1,0.0,94.678261
exp2_champion_arc-agi-2_s309,195c6913_eval,S3,0.0,90.057682
exp2_champion_arc-agi-2_s309,1ae2feb7_eval,C1,0.0,90.448532
exp2_champion_arc-agi-2_s309,20270e3b_eval,C1,0.0,60.674407
exp2_champion_arc-agi-2_s309,20a9e565_eval,S3,0.0,69.78723600000001
exp2_champion_arc-agi-2_s309,21897d95_eval,C1,0.0,75.65564599999999
exp2_champion_arc-agi-2_s309,221dfab4_eval,S3,0.0,92.806903
exp2_champion_arc-agi-2_s309,247ef758_eval,C1,0.0,86.689858
exp2_champion_arc-agi-2_s309,269e22fb_eval,S2,0.0,63.199997999999994
exp2_champion_arc-agi-2_s309,271d71e2_eval,C1,0.0,81.882588
exp2_champion_arc-agi-2_s309,28a6681f_eval,C1,0.0,94.31650400000001
exp2_champion_arc-agi-2_s309,291dc1e1_eval,C1,0.0,61.945949
exp2_champion_arc-agi-2_s309,2b83f449_eval,C1,0.0,78.90023500000001
exp2_champion_arc-agi-2_s309,2ba387bc_eval,S3,0.0,64.600005
exp2_champion_arc-agi-2_s309,2c181942_eval,S3,0.0,94.889143
exp2_champion_arc-agi-2_s309,2d0172a1_eval,S3,0.0,64.400701
exp2_champion_arc-agi-2_s309,31f7f899_eval,S3,0.0,91.943179
exp2_champion_arc-agi-2_s309,332f06d7_eval,C1,0.0,94.096815
exp2_champion_arc-agi-2_s309,35ab12c3_eval,S3,0.0,84.70612999999999
exp2_champion_arc-agi-2_s309,36a08778_eval,C1,0.0,76.055319
exp2_champion_arc-agi-2_s309,38007db0_eval,S3,0.0,69.41666500000001
exp2_champion_arc-agi-2_s309,3a25b0d8_eval,S3,0.0,48.18095099999999
exp2_champion_arc-agi-2_s309,3dc255db_eval,C1,0.0,94.535072
exp2_champion_arc-agi-2_s309,3e6067c3_eval,S3,0.0,95.713541
exp2_champion_arc-agi-2_s309,409aa875_eval,S3,0.0,96.213077
exp2_champion_arc-agi-2_s309,446ef5d2_eval,C1,0.0,79.52367199999999
exp2_champion_arc-agi-2_s309,45a5af55_eval,S2,0.0,84.7416
exp2_champion_arc-agi-2_s309,4a21e3da_eval,S3,0.0,84.445797
exp2_champion_arc-agi-2_s309,4c3d4a41_eval,C1,0.0,83.66352499999999
exp2_champion_arc-agi-2_s309,4c416de3_eval,S3,0.0,91.860793
exp2_champion_arc-agi-2_s309,4c7dc4dd_eval,S3,0.0,57.102591000000004
exp2_champion_arc-agi-2_s309,4e34c42c_eval,S3,0.0,61.464287000000006
exp2_champion_arc-agi-2_s309,53fb4810_eval,S3,0.0,95.813588
exp2_champion_arc-agi-2_s309,5545f144_eval,S3,0.0,90.85130199999999
exp2_champion_arc-agi-2_s309,581f7754_eval,S3,0.0,84.37436600000001
exp2_champion_arc-agi-2_s309,58490d8a_eval,S3,0.0,85.296777
exp2_champion_arc-agi-2_s309,58f5dbd5_eval,S3,0.0,61.289350000000006
exp2_champion_arc-agi-2_s309,5961cc34_eval,S3,0.0,93.299771
exp2_champion_arc-agi-2_s309,5dbc8537_eval,S3,0.0,65.452294
exp2_champion_arc-agi-2_s309,62593bfd_eval,S3,0.0,94.291612
exp2_champion_arc-agi-2_s309,64efde09_eval,S3,0.0,91.61637
exp2_champion_arc-agi-2_s309,65b59efc_eval,S2,0.0,65.201531
exp2_champion_arc-agi-2_s309,67e490f4_eval,S3,0.0,73.54513299999999
exp2_champion_arc-agi-2_s309,6e453dd6_eval,C1,0.0,81.442093
exp2_champion_arc-agi-2_s309,6e4f6532_eval,S3,0.0,91.78754500000001
exp2_champion_arc-agi-2_s309,6ffbe589_eval,S3,0.0,48.524589999999996
exp2_champion_arc-agi-2_s309,71e489b6_eval,S3,0.0,88.69111000000001
exp2_champion_arc-agi-2_s309,7491f3cf_eval,C1,0.0,89.623565
exp2_champion_arc-agi-2_s309,7666fa5d_eval,S3,0.0,87.51764800000001
exp2_champion_arc-agi-2_s309,78332cb0_eval,S2,0.0,61.304965
exp2_champion_arc-agi-2_s309,7b0280bc_eval,S3,0.0,95.813948
exp2_champion_arc-agi-2_s309,7b3084d4_eval,S3,0.0,58.778518999999996
exp2_champion_arc-agi-2_s309,7b5033c1_eval,S3,0.0,65.068175
exp2_champion_arc-agi-2_s309,7b80bb43_eval,S3,0.0,97.273043
exp2_champion_arc-agi-2_s309,7c66cb00_eval,S3,0.0,94.736206
exp2_champion_arc-agi-2_s309,7ed72f31_eval,S3,0.0,94.021649
exp2_champion_arc-agi-2_s309,800d221b_eval,S3,0.0,89.543154
exp2_champion_arc-agi-2_s309,80a900e0_eval,S3,0.0,91.787608
exp2_champion_arc-agi-2_s309,8698868d_eval,S3,0.0,58.214726
exp2_champion_arc-agi-2_s309,88bcf3b4_eval,S3,0.0,91.09574200000002
exp2_champion_arc-agi-2_s309,88e364bc_eval,S3,0.0,98.356731
exp2_champion_arc-agi-2_s309,89565ca0_eval,S3,0.0,39.777778
exp2_champion_arc-agi-2_s309,898e7135_eval,S2,0.0,89.112521
exp2_champion_arc-agi-2_s309,8b7bacbf_eval,S3,0.0,97.403038
exp2_champion_arc-agi-2_s309,8b9c3697_eval,S3,0.0,95.80655800000001
exp2_champion_arc-agi-2_s309,8e5c0c38_eval,S3,0.0,97.98964099999999
exp2_champion_arc-agi-2_s309,8f215267_eval,S3,0.0,96.102976
exp2_champion_arc-agi-2_s309,8f3a5a89_eval,S3,0.0,83.723763
exp2_champion_arc-agi-2_s309,9385bd28_eval,C1,0.0,85.477611
exp2_champion_arc-agi-2_s309,97d7923e_eval,C1,0.0,96.63224399999999
exp2_champion_arc-agi-2_s309,981571dc_eval,S3,0.0,92.50918100000001
exp2_champion_arc-agi-2_s309,9aaea919_eval,S3,0.0,96.838711
exp2_champion_arc-agi-2_s309,9bbf930d_eval,S3,0.0,96.68029899999999
exp2_champion_arc-agi-2_s309,a251c730_eval,S3,0.0,72.91212300000001
exp2_champion_arc-agi-2_s309,a25697e4_eval,S3,0.0,96.613217
exp2_champion_arc-agi-2_s309,a32d8b75_eval,S3,0.0,75.312455
exp2_champion_arc-agi-2_s309,a395ee82_eval,S3,0.0,91.96066
exp2_champion_arc-agi-2_s309,a47bf94d_eval,S3,0.0,92.694137
exp2_champion_arc-agi-2_s309,a6f40cea_eval,S3,0.0,69.627379
exp2_champion_arc-agi-2_s309,aa4ec2a5_eval,S3,0.0,87.50330400000001
exp2_champion_arc-agi-2_s309,abc82100_eval,S3,0.0,84.067611
exp2_champion_arc-agi-2_s309,b0039139_eval,C1,0.0,54.637172
exp2_champion_arc-agi-2_s309,b10624e5_eval,S3,0.0,95.907965
exp2_champion_arc-agi-2_s309,b5ca7ac4_eval,S3,0.0,79.763971
exp2_champion_arc-agi-2_s309,b6f77b65_eval,C1,11.2,82.811182
exp2_champion_arc-agi-2_s309,b99e7126_eval,S3,0.0,97.92421
exp2_champion_arc-agi-2_s309,b9e38dc0_eval,S3,0.0,89.504764
exp2_champion_arc-agi-2_s309,bf45cf4b_eval,C1,0.0,64.619049
exp2_champion_arc-agi-2_s309,c4d067a0_eval,S3,0.0,96.582073
exp2_champion_arc-agi-2_s309,c7f57c3e_eval,S3,0.0,96.078917
exp2_champion_arc-agi-2_s309,cb2d8a2c_eval,S3,0.0,90.094374
exp2_champion_arc-agi-2_s309,cbebaa4b_eval,S3,0.0,90.713252
exp2_champion_arc-agi-2_s309,d35bdbdc_eval,C1,0.0,91.824924
exp2_champion_arc-agi-2_s309,d59b0160_eval,C1,0.0,91.645749
exp2_champion_arc-agi-2_s309,d8e07eb2_eval,S3,0.0,92.706524
exp2_champion_arc-agi-2_s309,da515329_eval,S3,0.0,73.328036
exp2_champion_arc-agi-2_s309,db0c5428_eval,S3,0.0,79.990409
exp2_champion_arc-agi-2_s309,db695cfb_eval,C1,0.0,87.638732
exp2_champion_arc-agi-2_s309,dbff022c_eval,C1,0.0,94.926915
