epoch,val_grid_accuracy,val_cell_accuracy,val_copy_rate,val_change_recall,val_transformation_quality
33,0.00000000,0.72719120,0.30589961,0.56933830,0.17126787
34,0.00000000,0.72458131,0.30819438,0.55490630,0.16708283
35,0.00000000,0.72367440,0.30808093,0.55609039,0.16722279
36,0.00000000,0.71624781,0.30073426,0.57577919,0.16893391
37,0.00000000,0.72514561,0.30934029,0.54620166,0.16218396
38,0.00000000,0.71902900,0.30462575,0.56084297,0.16662223
39,0.00000000,0.72267680,0.30497283,0.56008555,0.16839539
40,0.00000000,0.72258611,0.31013490,0.54667750,0.16437138
41,0.00000000,0.72238457,0.30879157,0.55103585,0.16503642
42,0.00000000,0.71911969,0.30449889,0.56941689,0.16929460
43,0.00000000,0.70686632,0.30224820,0.55840361,0.16139817
44,0.00000000,0.72492392,0.30894882,0.56338361,0.16637845
45,0.00000000,0.72066144,0.30950745,0.55332082,0.16449812
46,0.00000000,0.72334187,0.30866709,0.55465068,0.16667537
47,0.00000000,0.71936153,0.31017599,0.55021737,0.16355232
48,0.00000000,0.71555251,0.30955753,0.55265524,0.16370169
49,0.00000000,0.71695318,0.30442313,0.55597435,0.16592250
50,0.00000000,0.72409762,0.30603971,0.56387193,0.16684814
51,0.00000000,0.72186058,0.30833345,0.56591804,0.16601704
52,0.00000000,0.71976461,0.30935714,0.55345279,0.16291543
53,0.00000000,0.71932123,0.30772509,0.55637520,0.16352868
54,0.00000000,0.72349302,0.30153534,0.57825299,0.17198857
55,0.00000000,0.72091336,0.30994752,0.54625803,0.16380535
56,0.00000000,0.72079244,0.30086410,0.58284290,0.17070686
57,0.00000000,0.72187065,0.30721919,0.56589327,0.16664675
58,0.00000000,0.71678188,0.30686053,0.55479772,0.16275769
59,0.00000000,0.71599589,0.30685116,0.55728828,0.16252080
60,0.00000000,0.71545174,0.30472295,0.55917887,0.16462257
61,0.00000000,0.71873677,0.30174124,0.55858180,0.16479815
62,0.00000000,0.71936153,0.30570141,0.56561578,0.16501314
63,0.00000000,0.71856547,0.30670588,0.55295479,0.16406424
64,0.00000000,0.72081259,0.30550446,0.56042933,0.16535236
65,0.00000000,0.71718495,0.30585101,0.55676263,0.16335522
66,0.00000000,0.70910337,0.30216261,0.57303650,0.16366381
67,0.00000000,0.71871662,0.30358817,0.55970732,0.16648609
68,0.00000000,0.71673149,0.30416667,0.56676616,0.16314289
69,0.00000000,0.72130635,0.30249825,0.57148899,0.16806913
70,0.00000000,0.71816240,0.30510599,0.55888741,0.16477633
71,0.00000000,0.71812209,0.30477986,0.56389535,0.16354464
72,0.00000000,0.72074205,0.29897010,0.57866049,0.17031527
73,0.00000000,0.71319454,0.30612746,0.55200964,0.15885521
74,0.00000000,0.72055060,0.30980551,0.55435317,0.16260246
75,0.00000000,0.71892823,0.30374181,0.56319657,0.16644236
76,0.00000000,0.71911969,0.30376824,0.57036232,0.16655487
77,0.00000000,0.71837401,0.30377170,0.56613921,0.16480655
78,0.00000000,0.70972813,0.30319500,0.56961564,0.16144241
79,0.00000000,0.71749733,0.30803976,0.56588565,0.16317505
80,0.00000000,0.72209234,0.30511059,0.56726357,0.16499554
81,0.00000000,0.72415808,0.30169396,0.57507575,0.17074793
82,0.00000000,0.71660050,0.30347796,0.56472187,0.16493231
83,0.00000000,0.71716480,0.30304695,0.56617384,0.16486651
84,0.00000000,0.71428284,0.30226916,0.55650996,0.16297728
85,0.00000000,0.72114513,0.30136471,0.57723209,0.16830062
86,0.00000000,0.71839416,0.30581382,0.56373216,0.16314837
87,0.00000000,0.71985530,0.30697981,0.56547066,0.16399733
88,0.00000000,0.71625789,0.30492691,0.56870700,0.16442014
89,0.00000000,0.71620750,0.30528602,0.56527062,0.16337770
90,0.00000000,0.71369838,0.30444907,0.56330442,0.16293693
91,0.00000000,0.71670126,0.30183307,0.57556510,0.16629406
92,0.00000000,0.71322477,0.30443586,0.56276838,0.16227227
93,0.00000000,0.72132651,0.30625855,0.57370439,0.16552187
94,0.00000000,0.71619742,0.30397700,0.56785272,0.16114779
95,0.00000000,0.71727564,0.30365647,0.57018330,0.16327025
96,0.00000000,0.71610673,0.30206261,0.57362895,0.16423463
97,0.00000000,0.71348677,0.30563667,0.56948978,0.16317575
98,0.00000000,0.71217679,0.30587332,0.55329064,0.15988734
99,0.00000000,0.71517967,0.30560811,0.56605166,0.16323129
