task_id,pred_label,pred_idx,prob_S1,prob_S2,prob_S3,prob_C1,prob_C2,prob_K1,prob_L1,prob_A1,prob_A2
08ed6ac7,C1,3,0.13329695165157318,0.14966370165348053,0.22641372680664062,0.2651204764842987,0.06869501620531082,0.016353297978639603,0.06813889741897583,0.00939165148884058,0.06292624026536942
0934a4d8_eval,S3,2,0.16690455377101898,0.030898677185177803,0.24057097733020782,0.17376387119293213,0.12306219339370728,0.004453516565263271,0.08061779290437698,0.06056458130478859,0.11916372925043106
09629e4f,C1,3,0.13378308713436127,0.14578822255134583,0.2301948517560959,0.2652573585510254,0.06799927353858948,0.015423360280692577,0.06805582344532013,0.00957296323031187,0.06392508000135422
0962bcdd,C1,3,0.13479778170585632,0.133571058511734,0.24648596346378326,0.2673604488372803,0.06407574564218521,0.011869427748024464,0.06492751836776733,0.009486209601163864,0.06742586940526962
09c534e7,S3,2,0.13796347379684448,0.06911183893680573,0.3496650755405426,0.25293153524398804,0.039710912853479385,0.0020702786277979612,0.03995586559176445,0.008287261240184307,0.10030370205640793
0a1d4ef5,S3,2,0.1653164029121399,0.033191435039043427,0.2429647594690323,0.1775529682636261,0.11825786530971527,0.0047348299995064735,0.08313873410224915,0.06155795603990555,0.11328504234552383
0a2355a6,C1,3,0.1359281837940216,0.12679433822631836,0.24966156482696533,0.26564276218414307,0.06486211717128754,0.011213436722755432,0.06667150557041168,0.010249453596770763,0.06897673010826111
0a938d79,C1,3,0.13177460432052612,0.135940283536911,0.25087156891822815,0.2668999433517456,0.06202247738838196,0.011617056094110012,0.06381307542324066,0.009300448931753635,0.06776057183742523
0b148d64,S3,2,0.1537851244211197,0.0758054181933403,0.2038668692111969,0.19649538397789001,0.11018894612789154,0.0172202717512846,0.11736641079187393,0.045710720121860504,0.07956088334321976
0b17323b,S3,2,0.13612546026706696,0.10135817527770996,0.2912394404411316,0.26576054096221924,0.05430709198117256,0.005795144475996494,0.05704551935195923,0.009761091321706772,0.07860758155584335
0bb8deee,C1,3,0.14460209012031555,0.1085740253329277,0.19919073581695557,0.21727384626865387,0.1006680279970169,0.02208755351603031,0.11224556714296341,0.029047921299934387,0.06631025671958923
0becf7df,C1,3,0.13404347002506256,0.14264024794101715,0.23365168273448944,0.2665078043937683,0.06744565814733505,0.014500555582344532,0.06749871373176575,0.009495600126683712,0.0642162561416626
0c786b71,C1,3,0.11472887545824051,0.21682137250900269,0.19966092705726624,0.24968919157981873,0.06277068704366684,0.02895144186913967,0.06141974404454231,0.007575374096632004,0.05838239938020706
0c9aba6e,C1,3,0.13460156321525574,0.15072889626026154,0.21311518549919128,0.2569445073604584,0.07605019956827164,0.02011348307132721,0.0763290673494339,0.01114385575056076,0.06097327545285225
0ca9ddb6,C1,3,0.13366198539733887,0.14447742700576782,0.23331564664840698,0.2665846347808838,0.06710180640220642,0.014648106880486012,0.06686919927597046,0.00929837767034769,0.06404288858175278
0d3d703e,C1,3,0.1323448121547699,0.15836526453495026,0.2154151052236557,0.26357173919677734,0.07146131247282028,0.01937520131468773,0.06986655294895172,0.009337303228676319,0.06026274338364601
0d87d2a6,S3,2,0.1351822316646576,0.12158623337745667,0.2730587422847748,0.27075693011283875,0.05511622130870819,0.007845571264624596,0.055513400584459305,0.008134293369948864,0.07280644029378891
0e206a2e,S3,2,0.13581588864326477,0.10305313020944595,0.29007184505462646,0.2668413519859314,0.05435480922460556,0.005920447409152985,0.05688462778925896,0.009513038210570812,0.0775449126958847
0e671a1a,C1,3,0.13580307364463806,0.1207847073674202,0.2627583146095276,0.2681630551815033,0.060649655759334564,0.009107769466936588,0.06227327510714531,0.00952543318271637,0.07093469053506851
0f63c0b9,C1,3,0.13254889845848083,0.1328226774930954,0.2562848925590515,0.2670140564441681,0.05994162708520889,0.010610596276819706,0.06168573349714279,0.009176264517009258,0.06991521269083023
103eff5b,S3,2,0.13592633605003357,0.0945717841386795,0.30180221796035767,0.26479271054267883,0.05204642564058304,0.0048772129230201244,0.05503319948911667,0.009743543341755867,0.08120657503604889
10fcaaa3,S2,1,0.10744283348321915,0.24458736181259155,0.19083905220031738,0.24090728163719177,0.05929218977689743,0.03487488999962807,0.05833905562758446,0.006997490767389536,0.05671991407871246
11852cab,C1,3,0.13453775644302368,0.13833636045455933,0.23897545039653778,0.26708078384399414,0.06630668044090271,0.013298369944095612,0.06656062602996826,0.009495160542428493,0.06540884077548981
1190bc91,C1,3,0.12802323698997498,0.1690809279680252,0.21762757003307343,0.2619204521179199,0.06718411296606064,0.01983305811882019,0.06622883677482605,0.00875586736947298,0.06134595721960068
1190e5a7,S3,2,0.14750251173973083,0.07828480005264282,0.20208953320980072,0.19131004810333252,0.1154870018362999,0.017389832064509392,0.12121079117059708,0.054141417145729065,0.07258405536413193
11dc524f,S3,2,0.13498835265636444,0.11458761990070343,0.2766400873661041,0.2664586305618286,0.0554334856569767,0.0077114589512348175,0.057461921125650406,0.009325112216174603,0.07739333808422089
11e1fe23,C1,3,0.13550175726413727,0.12977580726146698,0.2499198168516159,0.2675992548465729,0.06373898684978485,0.011149859987199306,0.06465119123458862,0.009553723968565464,0.06810962408781052
12422b43,C1,3,0.1324877142906189,0.1526191085577011,0.22452247142791748,0.26485705375671387,0.06876753270626068,0.016972793266177177,0.06808462738990784,0.009302088059484959,0.062386635690927505
12997ef3,C1,3,0.13987842202186584,0.1299387812614441,0.2006688416004181,0.2332937866449356,0.09213871508836746,0.023476388305425644,0.09887325018644333,0.01941092312335968,0.06232098862528801
12eac192,C1,3,0.1331872045993805,0.15424242615699768,0.22020705044269562,0.26460766792297363,0.07019542902708054,0.01792686991393566,0.06886735558509827,0.009304649196565151,0.061461374163627625
135a2760_eval,S3,2,0.1287602186203003,0.09614291787147522,0.3180322051048279,0.265730082988739,0.045102186501026154,0.004074240569025278,0.04637245088815689,0.008033139631152153,0.08775255084037781
136b0064_eval,C1,3,0.14205531775951385,0.11832460761070251,0.20616982877254486,0.22955675423145294,0.09339858591556549,0.020697608590126038,0.10251902788877487,0.02236505039036274,0.06491316854953766
13713586,C1,3,0.12482749670743942,0.1551135927438736,0.2539084553718567,0.2624773681163788,0.055496253073215485,0.012337853200733662,0.05713651329278946,0.008238231763243675,0.07046420127153397
137eaa0f,C1,3,0.14112289249897003,0.12514086067676544,0.1958550363779068,0.22577619552612305,0.09646336734294891,0.02506030909717083,0.10497522354125977,0.022406166419386864,0.06320001929998398
137f0df0,C1,3,0.12938109040260315,0.16294695436954498,0.2213771790266037,0.26269808411598206,0.06732974201440811,0.018534716218709946,0.06676039844751358,0.008974038995802402,0.06199786439538002
13e47133_eval,S3,2,0.13706186413764954,0.09942232817411423,0.2953351140022278,0.2650285065174103,0.04944908246397972,0.005422424059361219,0.052217431366443634,0.009443704038858414,0.086619533598423
13f06aa5,C1,3,0.136189803481102,0.1224360316991806,0.25748059153556824,0.26630812883377075,0.06250051409006119,0.010013393126428127,0.06336254626512527,0.00997722428292036,0.07173178344964981
140c817e,C1,3,0.1370028257369995,0.12429657578468323,0.25783711671829224,0.2687126100063324,0.06083598732948303,0.00978890061378479,0.061547692865133286,0.009184005670249462,0.07079426199197769
142ca369_eval,S3,2,0.1356329321861267,0.08458197116851807,0.31484368443489075,0.2596385180950165,0.05011303350329399,0.003904518438503146,0.05426585674285889,0.010648664087057114,0.08637092262506485
14754a24,C1,3,0.13572803139686584,0.12380826473236084,0.26056453585624695,0.2691282331943512,0.06007247418165207,0.00948391668498516,0.061360862106084824,0.009202255867421627,0.07065150141716003
1478ab18,C1,3,0.1336504966020584,0.14562799036502838,0.23199251294136047,0.2662864625453949,0.0669524297118187,0.015057370066642761,0.06668557226657867,0.009302030317485332,0.06444519013166428
14b8e18c,C1,3,0.13423921167850494,0.13670679926872253,0.24503928422927856,0.26768460869789124,0.06327032297849655,0.012381394393742085,0.06380206346511841,0.00926094688475132,0.06761536002159119
150deff5,C1,3,0.13360373675823212,0.14623139798641205,0.23182128369808197,0.26649239659309387,0.0671287402510643,0.015010730363428593,0.06666980683803558,0.009218191727995872,0.06382374465465546
15113be4,S3,2,0.1365397572517395,0.0766923800110817,0.3271102011203766,0.2527981102466583,0.04569108411669731,0.0031539977062493563,0.04807136207818985,0.010549230501055717,0.09939392656087875
15660dd6,S3,2,0.15682439506053925,0.0593528151512146,0.21349044144153595,0.1851072907447815,0.11800121515989304,0.012950015254318714,0.10787895321846008,0.053290996700525284,0.0931038036942482
15663ba9,C1,3,0.13489261269569397,0.12620669603347778,0.254016637802124,0.26685699820518494,0.06286545097827911,0.010573671199381351,0.0649130716919899,0.009936829097568989,0.06973809748888016
15696249,S2,1,0.09860542416572571,0.2797732353210449,0.18021298944950104,0.23028267920017242,0.054740287363529205,0.041723594069480896,0.05358630418777466,0.00620550662279129,0.054869987070560455
16b78196_eval,S3,2,0.13010743260383606,0.04583811014890671,0.387226939201355,0.21276262402534485,0.03485450893640518,0.0009569416870363057,0.034525953233242035,0.012610934674739838,0.14111654460430145
16de56c4_eval,C1,3,0.1352401077747345,0.13308149576187134,0.2498938888311386,0.2689155340194702,0.06259550899267197,0.011180603876709938,0.06257490813732147,0.008919761516153812,0.06759817153215408
17829a00,S3,2,0.13560742139816284,0.09796172380447388,0.2996991276741028,0.26134973764419556,0.05047764256596565,0.005364399403333664,0.05303962156176567,0.009767183102667332,0.08673309534788132
178fcbfb,C1,3,0.13153724372386932,0.15496525168418884,0.22467567026615143,0.26439258456230164,0.06815492361783981,0.01713072881102562,0.06762102991342545,0.009190164506435394,0.06233242526650429
17b80ad2,C1,3,0.13609443604946136,0.13485801219940186,0.244674414396286,0.2679072320461273,0.06403543055057526,0.01203539315611124,0.06380288302898407,0.009162530303001404,0.06742969900369644
17b866bd,S3,2,0.13647334277629852,0.10222245007753372,0.2889849841594696,0.26521551609039307,0.05342406779527664,0.006033547688275576,0.056240737438201904,0.00990869477391243,0.08149663358926773
17cae0c1,C1,3,0.129526287317276,0.16669678688049316,0.21369703114032745,0.26202675700187683,0.06992319226264954,0.020557982847094536,0.06844532489776611,0.009018627926707268,0.060107942670583725
1818057f_eval,C1,3,0.13420164585113525,0.12851521372795105,0.25738027691841125,0.2706334888935089,0.05977099761366844,0.009977559559047222,0.06052934750914574,0.008867566473782063,0.07012388855218887
18286ef8,C1,3,0.13386008143424988,0.13958700001239777,0.2365463674068451,0.26511985063552856,0.06726095825433731,0.013998880051076412,0.06788581609725952,0.009833261370658875,0.06590783596038818
182e5d0f,C1,3,0.13480375707149506,0.1272013783454895,0.25478002429008484,0.26597627997398376,0.06191159412264824,0.010693770833313465,0.06337390840053558,0.009770668111741543,0.07148868590593338
18419cfa,S3,2,0.13506917655467987,0.08459201455116272,0.3178301453590393,0.2605924904346466,0.04881882667541504,0.0037511391565203667,0.05231885984539986,0.010127964429557323,0.08689936995506287
18447a8d,C1,3,0.1346772462129593,0.12735293805599213,0.25410783290863037,0.2658933699131012,0.0623319074511528,0.010773147456347942,0.0638328492641449,0.009841961786150932,0.07118874043226242
184a9768,S3,2,0.13666830956935883,0.08391813188791275,0.31449344754219055,0.25604841113090515,0.049605078995227814,0.003940667491406202,0.05347609892487526,0.010977348312735558,0.09087253361940384
195ba7dc,C1,3,0.13452626764774323,0.15087738633155823,0.20973625779151917,0.2525565028190613,0.0782848447561264,0.021481182426214218,0.07947856187820435,0.012067579664289951,0.06099143251776695
195c6913_eval,S3,2,0.1315086930990219,0.06384014338254929,0.3544359803199768,0.23111778497695923,0.04173138737678528,0.002048819325864315,0.041143666952848434,0.011823001317679882,0.12235049903392792
1990f7a8,S3,2,0.1558772772550583,0.07783167064189911,0.20253124833106995,0.20037634670734406,0.10894579440355301,0.018154878169298172,0.11484351754188538,0.040143728256225586,0.08129555732011795
19bb5feb,S3,2,0.15078264474868774,0.08065607398748398,0.20685164630413055,0.20133757591247559,0.10658814758062363,0.016572747379541397,0.11728331446647644,0.04497458040714264,0.07495324313640594
1a07d186,S3,2,0.1354331076145172,0.09827356785535812,0.3001440465450287,0.26758265495300293,0.05167001113295555,0.005024388432502747,0.05383066460490227,0.009005137719213963,0.07903648912906647
1a244afd,C1,3,0.1381860226392746,0.12041820585727692,0.2600346803665161,0.2663158178329468,0.05863618850708008,0.009575173258781433,0.061373479664325714,0.01001269742846489,0.07544784247875214
1a2e2828,C1,3,0.14359375834465027,0.11262720823287964,0.19594137370586395,0.21758462488651276,0.10145124793052673,0.02356882393360138,0.1119825467467308,0.028152678161859512,0.06509781628847122
1a6449f1,S3,2,0.1532503217458725,0.06467336416244507,0.2200874537229538,0.19570708274841309,0.10709037631750107,0.011525247246026993,0.11239290237426758,0.05447583645582199,0.08079744875431061
1acc24af,C1,3,0.13490639626979828,0.13391098380088806,0.24568049609661102,0.2673906087875366,0.06440350413322449,0.012002065777778625,0.06507471948862076,0.009461604058742523,0.06716961413621902
1ae2feb7_eval,C1,3,0.13490284979343414,0.12644480168819427,0.25600358843803406,0.26829129457473755,0.06195167824625969,0.010215011425316334,0.0635378435254097,0.009498987346887589,0.06915399432182312
1b2d62fb,C1,3,0.1339767426252365,0.15338833630084991,0.21270228922367096,0.25854629278182983,0.07513438165187836,0.020228859037160873,0.07483453303575516,0.010636366903781891,0.06055222824215889
1b59e163,S3,2,0.13551419973373413,0.07590465992689133,0.3280397057533264,0.24767223000526428,0.044671691954135895,0.0031485832296311855,0.04635351151227951,0.011167492717504501,0.10752788931131363
1b60fb0c,C1,3,0.13376350700855255,0.14580859243869781,0.2307497262954712,0.26574182510375977,0.06781431287527084,0.015261445194482803,0.06755223125219345,0.009425896219909191,0.06388245522975922
1b8318e3,C1,3,0.135636568069458,0.12041539698839188,0.25782302021980286,0.2662014365196228,0.06310191750526428,0.009843249805271626,0.06596636772155762,0.010472631081938744,0.0705394446849823
1be83260,C1,3,0.14457789063453674,0.10482539981603622,0.2001805305480957,0.20892800390720367,0.10026348382234573,0.022629529237747192,0.1150774210691452,0.033110179007053375,0.07040762156248093
1bfc4729,C1,3,0.13014237582683563,0.15732157230377197,0.22695650160312653,0.26365673542022705,0.066424161195755,0.016965555027127266,0.06625282764434814,0.009042618796229362,0.06323765218257904
1c02dbbe,S3,2,0.13380546867847443,0.1227663978934288,0.26857542991638184,0.2669273316860199,0.057296834886074066,0.00878296047449112,0.05907713249325752,0.009212739765644073,0.07355573028326035
1c0d0a4b,C1,3,0.13439182937145233,0.14577792584896088,0.22681771218776703,0.2641853392124176,0.06980769336223602,0.016104111447930336,0.06975588947534561,0.009865157306194305,0.06329436600208282
1c56ad9f,S3,2,0.13505254685878754,0.11351696401834488,0.27311742305755615,0.26798439025878906,0.05832095071673393,0.007800559513270855,0.060910746455192566,0.009751757606863976,0.07354475557804108
1c786137,C1,3,0.15457968413829803,0.08369197696447372,0.19664262235164642,0.20070819556713104,0.11030998080968857,0.020816171541810036,0.11692442744970322,0.038048066198825836,0.07827892154455185
1caeab9d,C1,3,0.13373257219791412,0.14918121695518494,0.2247561514377594,0.26454803347587585,0.06959600001573563,0.01670655980706215,0.06913614273071289,0.009606397710740566,0.06273692846298218
1cf80156,C1,3,0.14162619411945343,0.12142293900251389,0.1967514306306839,0.22392632067203522,0.09749525785446167,0.024350589141249657,0.1069672554731369,0.023894472047686577,0.06356553733348846
1d0a4b61,S3,2,0.13408036530017853,0.09026683866977692,0.31496989727020264,0.2537984251976013,0.04739944636821747,0.004271948244422674,0.050312772393226624,0.0104127312079072,0.09448761492967606
1d398264,S3,2,0.13833855092525482,0.1121932715177536,0.2643316090106964,0.26301300525665283,0.06134666129946709,0.008682239800691605,0.0649726539850235,0.011255134828388691,0.07586698234081268
1d61978c,S3,2,0.13478964567184448,0.10076529532670975,0.29816102981567383,0.26244795322418213,0.050131045281887054,0.005572216119617224,0.05275314673781395,0.00948691088706255,0.08589272946119308
1da012fc,S3,2,0.13466157019138336,0.08176706731319427,0.32561132311820984,0.25933942198753357,0.04727499559521675,0.003360958304256201,0.05024496838450432,0.009777157567441463,0.08796258270740509
1e0a9b12,C1,3,0.13262149691581726,0.1564771831035614,0.21755708754062653,0.2638618052005768,0.07092020660638809,0.01874219812452793,0.06958997249603271,0.009371123276650906,0.06085902452468872
1e32b0e9,S3,2,0.1336059421300888,0.12033368647098541,0.27281948924064636,0.26882416009902954,0.056418802589178085,0.008114336989820004,0.05830295756459236,0.008888141252100468,0.07269252091646194
1e5d6875,C1,3,0.13355010747909546,0.14787162840366364,0.22861655056476593,0.2658446133136749,0.06793534010648727,0.01580948568880558,0.0674724131822586,0.009335913695394993,0.06356389820575714
1e81d6f9,S3,2,0.1361989825963974,0.11059126257896423,0.2782857418060303,0.2678524851799011,0.05679680407047272,0.0071189249865710735,0.05885983631014824,0.00943616684526205,0.07485972344875336
1efba499,C1,3,0.1350090056657791,0.1319606602191925,0.24693167209625244,0.26736974716186523,0.06433174759149551,0.011756214313209057,0.0654337927699089,0.009639685973525047,0.06756752729415894
1f0c79e5,C1,3,0.1329430639743805,0.1503099650144577,0.2270287573337555,0.2651425898075104,0.06831739842891693,0.016267577186226845,0.06768268346786499,0.009311240166425705,0.0629967451095581
1f642eb9,C1,3,0.13478557765483856,0.13744144141674042,0.24076130986213684,0.26729992032051086,0.06562002748250961,0.012925026006996632,0.06578806787729263,0.009408058598637581,0.06597072631120682
1f85a75f,S3,2,0.16480903327465057,0.037556543946266174,0.2362760603427887,0.1808406561613083,0.11691544204950333,0.006029211450368166,0.08891858905553818,0.05954117327928543,0.10911334306001663
1f876c06,C1,3,0.13459303975105286,0.1382930725812912,0.24001862108707428,0.26735928654670715,0.06575516611337662,0.013085052371025085,0.06589514762163162,0.009370328858494759,0.06563033908605576
1fad071e,C1,3,0.1386595517396927,0.13578921556472778,0.19957397878170013,0.23608964681625366,0.09038757532835007,0.024343091994524002,0.09581577777862549,0.017733274027705193,0.061607930809259415
2013d3e2,C1,3,0.13967612385749817,0.13117343187332153,0.19728362560272217,0.23091235756874084,0.09347652643918991,0.024972183629870415,0.10046036541461945,0.019841713830828667,0.06220376864075661
20270e3b_eval,C1,3,0.13764157891273499,0.1402427852153778,0.21283552050590515,0.2489815056324005,0.07993164658546448,0.020220518112182617,0.08250248432159424,0.013478115200996399,0.06416592001914978
2037f2c7,S3,2,0.1618882566690445,0.051079876720905304,0.2293403148651123,0.19362546503543854,0.10951799899339676,0.0086299367249012,0.09977243095636368,0.05099141597747803,0.09515426307916641
2072aba6,C1,3,0.11858239769935608,0.20430193841457367,0.2022375613451004,0.2525390386581421,0.0649949461221695,0.027238044887781143,0.06356417387723923,0.007962780073285103,0.05857916176319122
20818e16,S3,2,0.15131701529026031,0.08475778251886368,0.2054358422756195,0.204902783036232,0.10477667301893234,0.017720727249979973,0.11554011702537537,0.03871644288301468,0.07683251798152924
20981f0e,S3,2,0.13697077333927155,0.11526462435722351,0.2707406282424927,0.2680812478065491,0.058313727378845215,0.007961220107972622,0.05978380888700485,0.009351829066872597,0.0735320970416069
20a9e565_eval,S3,2,0.16516387462615967,0.03729890659451485,0.2397625893354416,0.18318942189216614,0.11489254236221313,0.005699794739484787,0.08725930005311966,0.05686400830745697,0.10986964404582977
20fb2937,C1,3,0.14334003627300262,0.10745994746685028,0.22689439356327057,0.2312769591808319,0.0854480192065239,0.015365028753876686,0.09595302492380142,0.022062182426452637,0.07220029830932617
212895b5,S3,2,0.13538551330566406,0.09427022933959961,0.30752941966056824,0.26527902483940125,0.04953440651297569,0.004465482197701931,0.05181765556335449,0.009103500284254551,0.08261477202177048
21897d95_eval,C1,3,0.12044495344161987,0.18903610110282898,0.20656833052635193,0.23489858210086823,0.07029989361763,0.028453759849071503,0.07420384883880615,0.012382064945995808,0.06371243298053741
21f83797,C1,3,0.12488671392202377,0.16977405548095703,0.2292114794254303,0.2609824538230896,0.0622393861413002,0.017544839531183243,0.06274966150522232,0.00850630458444357,0.06410512328147888
2204b7a8,C1,3,0.13440538942813873,0.13968881964683533,0.23821735382080078,0.26694709062576294,0.06618164479732513,0.013504387810826302,0.06625252217054367,0.009402167983353138,0.06540066003799438
22168020,C1,3,0.13387855887413025,0.14256474375724792,0.23492522537708282,0.2662818729877472,0.06686890125274658,0.014290807768702507,0.06689902395009995,0.00945664756000042,0.06483417004346848
221dfab4_eval,S3,2,0.13267572224140167,0.060888055711984634,0.3475969731807709,0.2190203219652176,0.04025859013199806,0.0020169224590063095,0.03891529515385628,0.013661262579262257,0.14496681094169617
22208ba4,S3,2,0.1342223584651947,0.08884725719690323,0.3172749876976013,0.25499850511550903,0.0465468168258667,0.004167758859694004,0.0488811731338501,0.009892929345369339,0.09516821056604385
22233c11,C1,3,0.13453465700149536,0.137073814868927,0.2411929816007614,0.267473042011261,0.06567967683076859,0.012847631238400936,0.06607519090175629,0.009436569176614285,0.06568644195795059
22425bda,C1,3,0.14013168215751648,0.1274297833442688,0.19099581241607666,0.2223350703716278,0.09890267997980118,0.02722528949379921,0.10790376365184784,0.02341856062412262,0.061657339334487915
22806e14,S3,2,0.13643187284469604,0.09441396594047546,0.3044176697731018,0.26021626591682434,0.049367085099220276,0.004911596886813641,0.051828209310770035,0.009744127281010151,0.0886693000793457
2281f1f4,C1,3,0.13439880311489105,0.14093473553657532,0.23758149147033691,0.2670510709285736,0.066090427339077,0.013628535903990269,0.06594964861869812,0.009277885779738426,0.06508743762969971
228f6490,C1,3,0.13404640555381775,0.14417418837547302,0.23203791677951813,0.2661369740962982,0.06771627813577652,0.014909476973116398,0.06755027174949646,0.009454021230340004,0.06397447735071182
22a4bbc2,C1,3,0.1341501623392105,0.14591087400913239,0.22938044369220734,0.2656319737434387,0.06829452514648438,0.015521075576543808,0.06792838871479034,0.009480372071266174,0.06370219588279724
22eb0ac0,C1,3,0.13437090814113617,0.1373993158340454,0.24153538048267365,0.2674929201602936,0.06537286192178726,0.012827187776565552,0.0658222883939743,0.00939113274216652,0.06578807532787323
230f2e48,C1,3,0.13418801128864288,0.13642343878746033,0.24213656783103943,0.26595377922058105,0.06533823907375336,0.012912999838590622,0.06597748398780823,0.009663519449532032,0.06740592420101166
234bbc79,C1,3,0.13273048400878906,0.1567646712064743,0.2153620570898056,0.26210764050483704,0.07225161790847778,0.019448140636086464,0.07113458216190338,0.009701177477836609,0.06049968674778938
23581191,C1,3,0.13243991136550903,0.15059293806552887,0.22831347584724426,0.26555508375167847,0.06756877899169922,0.016030382364988327,0.06705810874700546,0.00920938141644001,0.0632319375872612
239be575,C1,3,0.13590951263904572,0.1472184807062149,0.2073165774345398,0.25015848875045776,0.08105122298002243,0.021968254819512367,0.08258210867643356,0.012925197370350361,0.0608702227473259
23b5c85d,C1,3,0.15313942730426788,0.09055545926094055,0.1939568817615509,0.2036403864622116,0.10856854170560837,0.02258606255054474,0.11597347259521484,0.03513622283935547,0.07644356787204742
247ef758_eval,C1,3,0.13512086868286133,0.13610400259494781,0.24170994758605957,0.26641809940338135,0.06514676660299301,0.012772980146110058,0.06595811247825623,0.0096658393740654,0.0671033039689064
25094a63,S3,2,0.1361560970544815,0.055047743022441864,0.35193341970443726,0.21696443855762482,0.040379635989665985,0.0017024982953444123,0.03870294243097305,0.014106732793152332,0.14500652253627777
252143c9,C1,3,0.13432632386684418,0.14712706208229065,0.22710314393043518,0.26533007621765137,0.0685199499130249,0.01609724760055542,0.06827846169471741,0.009555992670357227,0.06366176903247833
253bf280,C1,3,0.13289642333984375,0.15400783717632294,0.21951456367969513,0.2641286551952362,0.07077150046825409,0.018145043402910233,0.06976822763681412,0.009491117671132088,0.061276618391275406
2546ccf6,S3,2,0.13516682386398315,0.11731982231140137,0.2695767283439636,0.26828092336654663,0.058329880237579346,0.008299920707941055,0.06066326051950455,0.009476077742874622,0.07288651913404465
256b0a75,S3,2,0.09971947222948074,0.23842965066432953,0.24187828600406647,0.23943398892879486,0.0416269414126873,0.018475817516446114,0.043636176735162735,0.005873223301023245,0.07092655450105667
25c199f5,C1,3,0.13827180862426758,0.13606728613376617,0.20462259650230408,0.23948834836483002,0.08740591257810593,0.022725354880094528,0.0921507254242897,0.0167044997215271,0.06256348639726639
25d487eb,C1,3,0.13526266813278198,0.12416993826627731,0.25770679116249084,0.2681419551372528,0.061966121196746826,0.009904522448778152,0.06368722766637802,0.009619981050491333,0.0695408433675766
25d8a9c8,C1,3,0.13240481913089752,0.15834778547286987,0.21505331993103027,0.2633580267429352,0.07168452441692352,0.019475089386105537,0.07011009752750397,0.00937994197010994,0.06018641218543053
