epoch,val_grid_accuracy,val_cell_accuracy,val_copy_rate,val_change_recall,val_transformation_quality
70,0.00000000,0.72249542,0.29542400,0.57458962,0.16955856
71,0.00000000,0.72195127,0.29489091,0.57614610,0.16930739
72,0.00000000,0.71946230,0.29183780,0.58852090,0.17176645
73,0.00000000,0.72407747,0.29450006,0.58398149,0.16959246
74,0.00000000,0.72383563,0.29594373,0.57614485,0.17146647
75,0.00000000,0.72464177,0.29311035,0.58367745,0.17352201
76,0.00000000,0.72525645,0.29292419,0.58831300,0.17416395
77,0.00000000,0.72298918,0.29276440,0.58450676,0.17138935
78,0.00000000,0.72359378,0.29421384,0.57402423,0.17161616
79,0.00000000,0.72270703,0.28804623,0.59484839,0.17541749
80,0.00000000,0.72405732,0.29281977,0.58487503,0.17236495
81,0.00000000,0.72629436,0.29355407,0.58307065,0.17169224
82,0.00000000,0.72543784,0.29255836,0.57974939,0.17241836
83,0.00000000,0.72361394,0.29185179,0.58142303,0.17206657
84,0.00000000,0.72949878,0.29195575,0.59098363,0.17637219
85,0.00000000,0.73049638,0.28971915,0.59183872,0.17624117
86,0.00000000,0.72824926,0.29018659,0.58963543,0.17499400
87,0.00000000,0.73043592,0.29542323,0.58332850,0.17349079
88,0.00000000,0.72807795,0.29434136,0.58103567,0.17205802
89,0.00000000,0.72791673,0.29445071,0.57936761,0.17143097
90,0.00000000,0.72254580,0.29510483,0.57874006,0.17023332
91,0.00000000,0.72455108,0.29147266,0.58579940,0.17268703
92,0.00000000,0.72632459,0.29409645,0.57359334,0.17080421
93,0.00000000,0.72795703,0.29065196,0.58823615,0.17256417
94,0.00000000,0.72874302,0.29291958,0.58253603,0.17251509
95,0.00000000,0.72761442,0.29239284,0.58277265,0.17187316
96,0.00000000,0.72866241,0.29442601,0.57943402,0.17352138
97,0.00000000,0.72732220,0.29068760,0.57945551,0.17149800
98,0.00000000,0.72305972,0.29361529,0.57465541,0.16844427
99,0.00000000,0.72246518,0.29082375,0.58369368,0.16931858
