epoch,val_total_grids,val_total_cells,val_grid_accuracy,val_cell_accuracy,val_copy_rate,val_change_recall,val_transformation_quality
30,358,99238,0.00000000,0.88107378,0.30983362,0.67328512,0.25800819
31,358,99238,0.00279330,0.88567887,0.31079919,0.67177817,0.26407906
32,358,99238,0.00279330,0.88498357,0.31572083,0.65686173,0.25728106
33,358,99238,0.00279330,0.88615248,0.31973232,0.65263515,0.25595727
34,358,99238,0.00279330,0.88365344,0.31590741,0.66116724,0.25687803
35,358,99238,0.00279330,0.88369375,0.31313382,0.66652253,0.25828122
36,358,99238,0.00279330,0.87924988,0.31869160,0.64756474,0.25036359
37,358,99238,0.00279330,0.88307906,0.31368970,0.67445241,0.25922396
38,358,99238,0.00279330,0.88125516,0.31664680,0.65000918,0.25380122
39,358,99238,0.00279330,0.87972349,0.31418334,0.65679699,0.25309677
40,358,99238,0.00279330,0.87934058,0.31409925,0.65473123,0.25218585
41,358,99238,0.00279330,0.87959249,0.31382055,0.65579760,0.25312009
42,358,99238,0.00279330,0.87765775,0.31206045,0.66195361,0.25376438
43,358,99238,0.00000000,0.88114432,0.32689657,0.64282394,0.24935097
44,358,99238,0.00279330,0.87998549,0.31815515,0.65471899,0.25299319
45,358,99238,0.00279330,0.87870574,0.31713461,0.65265825,0.25125424
46,358,99238,0.00279330,0.87692215,0.31429982,0.66094591,0.25101180
47,358,99238,0.00279330,0.87633769,0.31570823,0.65488942,0.24964715
48,358,99238,0.00279330,0.87603539,0.31854780,0.65035137,0.24697998
49,358,99238,0.00279330,0.87758721,0.31428576,0.65801219,0.25114336
50,358,99238,0.00279330,0.87669038,0.31445869,0.65677711,0.25336894
51,358,99238,0.00279330,0.87556178,0.31930082,0.64666727,0.24650297
52,358,99238,0.00000000,0.87584393,0.31966467,0.64601871,0.24668637
53,358,99238,0.00279330,0.87493702,0.31776817,0.64961844,0.24751194
54,358,99238,0.00000000,0.87155122,0.31887084,0.63793416,0.24152088
55,358,99238,0.00000000,0.87469518,0.32036862,0.64533590,0.24698157
56,358,99238,0.00279330,0.87601524,0.32144465,0.64037553,0.24573089
57,358,99238,0.00000000,0.87523932,0.32465411,0.63072278,0.24221655
58,358,99238,0.00000000,0.87409057,0.32067567,0.64602019,0.24619182
59,358,99238,0.00000000,0.87445333,0.31950166,0.64685949,0.24626271
60,358,99238,0.00279330,0.87341543,0.31831835,0.64395114,0.24440909
61,358,99238,0.00000000,0.87580362,0.32155351,0.64542388,0.24777069
62,358,99238,0.00279330,0.87355650,0.32414982,0.62724371,0.24234221
63,358,99238,0.00279330,0.87239767,0.31759299,0.64387767,0.24541577
64,358,99238,0.00279330,0.87281082,0.31772115,0.64953395,0.24736663
65,358,99238,0.00279330,0.87199460,0.31787113,0.64751061,0.24539125
66,358,99238,0.00000000,0.87087608,0.32558469,0.62058757,0.23891925
67,358,99238,0.00279330,0.87163183,0.32383735,0.63217865,0.24261380
68,358,99238,0.00000000,0.87160160,0.32193208,0.63533049,0.24276155
69,358,99238,0.00000000,0.87167214,0.32254499,0.63429041,0.24277420
70,358,99238,0.00000000,0.87117838,0.32446798,0.63021337,0.24019381
71,358,99238,0.00000000,0.87163183,0.32225624,0.63501040,0.24206275
72,358,99238,0.00000000,0.87159153,0.31834712,0.64389395,0.24628059
73,358,99238,0.00000000,0.86921341,0.32561214,0.62769455,0.23933046
74,358,99238,0.00279330,0.86551523,0.31978420,0.64264869,0.23912387
75,358,99238,0.00000000,0.86971725,0.32157093,0.63579136,0.23946274
76,358,99238,0.00000000,0.86890103,0.32247682,0.63563430,0.23825446
77,358,99238,0.00000000,0.86789335,0.32128126,0.63560398,0.23772854
78,358,99238,0.00000000,0.86531369,0.31640796,0.65029416,0.24237116
79,358,99238,0.00279330,0.86964671,0.32574966,0.62659477,0.23825556
80,358,99238,0.00000000,0.86880026,0.32170990,0.63238578,0.23863183
81,358,99238,0.00000000,0.86879018,0.32193672,0.63378093,0.24026882
82,358,99238,0.00000000,0.86744997,0.32032332,0.63555022,0.24019463
83,358,99238,0.00000000,0.86855842,0.32210602,0.63078503,0.23934750
84,358,99238,0.00279330,0.86585784,0.32339430,0.62090347,0.23725114
85,358,99238,0.00000000,0.86530361,0.31493201,0.64786146,0.24347415
86,358,99238,0.00000000,0.87037224,0.32125907,0.63742404,0.24257845
87,358,99238,0.00000000,0.86862895,0.32020880,0.63717727,0.24185307
88,358,99238,0.00000000,0.86805458,0.32000249,0.63680075,0.24092293
89,358,99238,0.00000000,0.86763135,0.31960586,0.63598811,0.24083104
90,358,99238,0.00000000,0.86470908,0.31501287,0.64478458,0.24310635
91,358,99238,0.00000000,0.86437655,0.31721943,0.63080940,0.23886153
92,358,99238,0.00000000,0.86584776,0.31520102,0.64364963,0.24124328
93,358,99238,0.00000000,0.86679498,0.31998071,0.63454856,0.24079181
94,358,99238,0.00000000,0.86621052,0.31860566,0.63726960,0.24136999
95,358,99238,0.00000000,0.86603922,0.31986899,0.63171472,0.23927955
96,358,99238,0.00000000,0.86408432,0.31877869,0.63372505,0.23813909
97,358,99238,0.00000000,0.86370140,0.31955379,0.63427392,0.23774618
98,358,99238,0.00000000,0.86579738,0.31870090,0.63909226,0.23946199
99,358,99238,0.00000000,0.86447732,0.32017565,0.63012200,0.23641401
