epoch,task_id,category,grid_accuracy,cell_accuracy,grid_correct,grid_total,cell_correct,cell_total,copy_rate,change_recall,transformation_quality
31,3631a71a,A2,0.0000,87.1700,0,400,135110,154996,0.3424,0.9812,0.358379
31,36d67576,C1,0.0000,93.3380,0,400,153191,164125,0.5027,0.2615,0.058157
31,39a8645d,C1,2.5000,50.5477,10,400,1569,3104,0.4247,0.5583,0.329094
31,3ac3eb23,C1,0.0000,90.9879,0,400,95500,104959,0.2847,0.7170,0.180797
31,3f7978a0,C1,0.0000,72.8279,0,400,16588,22777,0.4917,0.5454,0.418378
31,445eab21,C1,99.5000,99.8333,398,400,1198,1200,0.0299,0.9858,0.988207
31,447fd412,C1,0.0000,88.1510,0,400,156900,177990,0.4531,0.6304,0.237298
31,4522001f,S2,0.0000,93.7406,0,400,145461,155174,0.3180,0.9825,0.893997
31,50cb2852,C1,0.0000,95.6675,0,400,148319,155036,0.5095,0.6951,0.165423
31,5117e062,C1,15.2500,62.9811,61,400,2962,4703,0.3568,0.6367,0.459284
31,54d9e175,C1,0.0000,90.6075,0,400,91741,101251,0.1213,0.9824,0.371441
31,5ad4f10b,S3,3.0000,60.1399,12,400,3182,5291,0.4496,0.5539,0.373744
31,5bd6f4ac,C1,9.0000,54.5312,36,400,1745,3200,0.5096,0.6759,0.390259
31,5daaa586,C1,0.0000,74.5318,0,400,19300,25895,0.3084,0.7194,0.524440
31,60b61512,C1,0.0000,94.4629,0,400,154801,163875,0.4983,0.4171,0.079395
31,6150a2bd,C1,6.0000,59.1471,24,400,60857,102891,0.2044,0.6256,0.124049
31,62c24649,C1,8.2500,67.4133,33,400,70881,105144,0.1960,0.9100,0.524607
31,662c240a,C1,8.0000,33.8372,32,400,2776,8204,0.1693,0.8301,0.268739
31,67a423a3,C1,0.0000,95.6803,0,400,106076,110865,0.3832,0.5056,0.081475
31,681b3aeb,C1,0.0000,72.2577,0,400,7931,10976,0.1095,0.8986,0.628339
31,6cdd2623,S3,0.0000,85.2478,0,400,121750,142819,0.2750,0.8087,0.331824
31,6cf79266,S3,0.0000,89.3613,0,400,109691,122750,0.2982,0.7895,0.223175
31,6d0160f0,C1,0.0000,94.7249,0,400,92819,97988,0.2948,0.7691,0.181926
31,6e19193c,C1,1.5000,86.2294,6,400,98042,113699,0.3722,0.1005,0.022489
31,6ecd11f4,S3,0.0000,25.2177,0,400,1564,6202,0.4427,0.5585,0.147105
31,7447852a,C1,0.0000,83.9867,0,400,30614,36451,0.3669,0.4540,0.179047
31,7c008303,C1,0.2500,69.3552,1,400,59823,86256,0.2197,0.7032,0.338942
31,8731374e,S3,0.0000,82.8236,0,400,43658,52712,0.1796,0.8365,0.649099
31,8efcae92,S3,0.0000,71.8971,0,400,33320,46344,0.3109,0.6877,0.495394
31,90c28cc7,S3,0.5000,22.0283,2,400,3017,13696,0.1299,0.8645,0.192975
31,913fb3ed,C1,0.2500,78.1054,1,400,72374,92662,0.2407,0.5403,0.127798
31,91714a58,S3,0.0000,98.4779,0,400,131852,133890,0.3372,0.9316,0.256860
31,928ad970,C1,0.0000,92.2174,0,400,142558,154589,0.4732,0.4985,0.122901
31,941d9a10,C1,0.0000,97.4293,0,400,121623,124832,0.3976,0.5297,0.086820
31,9565186b,C1,0.7500,98.9594,3,400,99569,100616,0.2225,0.9292,0.288398
31,95990924,C1,0.7500,93.4949,3,400,117755,125948,0.4118,0.2966,0.065571
31,963e52fc,C1,0.0000,88.8866,0,400,116269,130806,0.2666,0.9443,0.651488
31,9af7a82c,C1,0.0000,82.9031,0,400,35427,42733,0.0741,0.9576,0.493619
31,9edfc990,C1,0.7500,91.9579,3,400,111578,121336,0.3378,0.5319,0.141889
31,a2fd1cf0,S3,0.0000,97.7976,0,400,111990,114512,0.3919,0.2642,0.030327
31,a61f2674,C1,0.0000,97.0771,0,400,127136,130964,0.3907,0.9737,0.259203
31,a8d7556c,S3,0.2500,88.6797,1,400,113275,127735,0.3174,0.7562,0.212513
31,ac0a08a4,S2,6.5000,91.4811,26,400,76158,83250,0.2614,0.9085,0.740705
31,b1948b0a,C1,1.2500,97.8786,5,400,99196,101346,0.2730,0.8003,0.237976
31,b548a754,C1,0.0000,96.3104,0,400,115743,120177,0.3410,0.7829,0.176820
31,b6afb2da,C1,0.0000,92.7012,0,400,147724,159355,0.4025,0.9820,0.343530
31,b782dc8a,S3,0.0000,95.1409,0,400,111174,116852,0.3885,0.4352,0.068928
31,bbc9ae5d,C1,0.2500,91.0785,1,400,64806,71154,0.3567,0.9273,0.782074
31,bc1d5164,C1,0.0000,82.3321,0,400,22531,27366,0.3984,0.6348,0.546003
31,bdad9b1f,C1,0.0000,87.1094,0,400,100391,115247,0.3033,0.6863,0.214492
31,c909285e,S3,0.0000,77.4203,0,400,8229,10629,0.2074,0.8088,0.649021
31,c9e6f938,C1,8.2500,60.7158,33,400,58405,96194,0.1872,0.8787,0.318965
31,cce03e0d,S2,0.0000,80.6670,0,400,53383,66177,0.2199,0.9439,0.717348
31,ce9e57f2,C1,0.0000,97.3445,0,400,126102,129542,0.4039,0.7079,0.120855
31,cf98881b,C1,0.0000,56.3520,0,400,19828,35186,0.2112,0.7618,0.385526
31,d037b0a7,C1,0.2500,93.0740,1,400,105276,113110,0.3308,0.6190,0.190509
31,d4469b4b,C1,0.0000,39.9375,0,400,1278,3200,0.0719,0.9376,0.369086
31,d90796e8,C1,0.0000,96.2775,0,400,103973,107993,0.3881,0.2149,0.019557
31,db3e9e38,C1,0.0000,93.1869,0,400,95798,102802,0.2488,0.6826,0.187249
31,ddf7fa4f,C1,0.0000,98.5897,0,400,151557,153725,0.4085,0.9452,0.260988
31,e40b9e2f,C1,0.0000,92.1986,0,400,117332,127260,0.4123,0.2409,0.037339
31,e48d4e1a,C1,0.0000,93.4281,0,400,101519,108660,0.2935,0.7561,0.190065
31,e50d258f,C1,2.5000,46.8666,10,400,5549,11840,0.0983,0.9155,0.437342
31,e98196ab,C1,0.0000,77.5484,0,400,41963,54112,0.4770,0.4655,0.322654
31,e9afcf9a,C1,9.2500,89.9308,37,400,94645,105242,0.2290,0.8595,0.228213
31,eb281b96,S2,0.0000,89.0467,0,400,112360,126181,0.1731,0.9984,0.788655
31,ec883f72,C1,0.0000,97.7208,0,400,123139,126011,0.4337,0.0021,0.000120
31,f1cefba8,S3,0.0000,91.8212,0,400,127570,138933,0.3373,0.7407,0.244702
31,f25ffba3,C1,0.0000,78.8313,0,400,92529,117376,0.3112,0.7809,0.196196
31,f35d900a,S3,0.0000,88.2509,0,400,103453,117226,0.3474,0.5357,0.097485
