epoch,val_total_grids,val_total_cells,val_grid_accuracy,val_cell_accuracy,val_copy_rate,val_change_recall,val_transformation_quality
45,358,99238,0.00000000,0.72571999,0.30781984,0.56301426,0.16666534
46,358,99238,0.00000000,0.73255205,0.30682309,0.56620161,0.17131341
47,358,99238,0.00000000,0.72899494,0.30343964,0.56378775,0.16988111
48,358,99238,0.00000000,0.73006308,0.30016964,0.58067392,0.17530968
49,358,99238,0.00000000,0.72609283,0.30398581,0.56591999,0.17005741
50,358,99238,0.00000000,0.72436970,0.29486042,0.57577697,0.17390417
51,358,99238,0.00000000,0.72460146,0.30335058,0.55944368,0.16721364
52,358,99238,0.00000000,0.72468208,0.30444543,0.56080661,0.16808369
53,358,99238,0.00000000,0.72638505,0.30566569,0.56260174,0.16803339
54,358,99238,0.00000000,0.70941575,0.29923813,0.55912081,0.16129127
55,358,99238,0.00000000,0.72255588,0.30084008,0.56698009,0.16726628
56,358,99238,0.00000000,0.73134283,0.30823403,0.55333221,0.16753660
57,358,99238,0.00000000,0.72498438,0.30935873,0.55552677,0.16496936
58,358,99238,0.00000000,0.72646567,0.31012925,0.55781821,0.16495664
59,358,99238,0.00000000,0.72512546,0.31025661,0.55707712,0.16373008
60,358,99238,0.00000000,0.71628812,0.30637804,0.56195432,0.16269698
61,358,99238,0.00000000,0.72190088,0.30875008,0.55586175,0.16169713
62,358,99238,0.00000000,0.72878333,0.30286598,0.56844227,0.17035874
63,358,99238,0.00000000,0.73170560,0.30850152,0.55988766,0.16705767
64,358,99238,0.00000000,0.72784619,0.30855397,0.56090839,0.16685623
65,358,99238,0.00000000,0.72789657,0.30672788,0.56112609,0.16745372
66,358,99238,0.00000000,0.72825934,0.31040976,0.55200477,0.16562294
67,358,99238,0.00000000,0.72468208,0.30606248,0.55925207,0.16612921
68,358,99238,0.00000000,0.72614321,0.30574325,0.57059858,0.16742683
69,358,99238,0.00000000,0.72405732,0.30867761,0.55591481,0.16518664
70,358,99238,0.00000000,0.72313025,0.30612160,0.56023900,0.16472339
71,358,99238,0.00000000,0.72345271,0.30538060,0.56267727,0.16535040
72,358,99238,0.00000000,0.71703380,0.30059672,0.56683738,0.16785422
73,358,99238,0.00000000,0.72768496,0.30729853,0.56766106,0.16814933
74,358,99238,0.00000000,0.72361394,0.30197555,0.57545803,0.16823837
75,358,99238,0.00000000,0.72831980,0.29963655,0.57199160,0.17184736
76,358,99238,0.00000000,0.72176989,0.30344155,0.56931525,0.16770821
77,358,99238,0.00000000,0.72413793,0.30384866,0.56850393,0.16869284
78,358,99238,0.00000000,0.71074588,0.30716955,0.55552892,0.15852011
79,358,99238,0.00000000,0.72056067,0.30277591,0.57175384,0.16534476
80,358,99238,0.00000000,0.71836393,0.30248856,0.56971407,0.16301167
81,358,99238,0.00000000,0.72559906,0.30899939,0.55992004,0.16486589
82,358,99238,0.00000000,0.72274733,0.30795507,0.55919567,0.16422616
83,358,99238,0.00000000,0.72160866,0.30742928,0.56273675,0.16392496
84,358,99238,0.00000000,0.71748725,0.30896285,0.56547904,0.16241208
85,358,99238,0.00000000,0.72596183,0.30821571,0.57003145,0.16736176
86,358,99238,0.00000000,0.72172958,0.30735783,0.56296736,0.16465669
87,358,99238,0.00000000,0.72108467,0.30774663,0.56455444,0.16557690
88,358,99238,0.00000000,0.71907938,0.30446799,0.56786922,0.16559487
89,358,99238,0.00000000,0.71809186,0.30529096,0.56688685,0.16460927
90,358,99238,0.00000000,0.71528044,0.30273139,0.57410035,0.16603305
91,358,99238,0.00000000,0.71718495,0.29848367,0.58272780,0.16487337
92,358,99238,0.00000000,0.71974445,0.30694277,0.56445578,0.16176087
93,358,99238,0.00000000,0.72158850,0.30553235,0.56529739,0.16383901
94,358,99238,0.00000000,0.71961345,0.30678809,0.56209703,0.16130687
95,358,99238,0.00000000,0.71792055,0.30581364,0.56501639,0.16133380
96,358,99238,0.00000000,0.71899877,0.30368720,0.57536749,0.16450548
97,358,99238,0.00000000,0.72308995,0.30846496,0.57187422,0.16439510
98,358,99238,0.00000000,0.71702372,0.30781722,0.56491318,0.15902477
99,358,99238,0.00000000,0.72117536,0.30331938,0.57429000,0.16653655
