epoch,val_total_grids,val_total_cells,val_grid_accuracy,val_cell_accuracy,val_copy_rate,val_change_recall,val_transformation_quality
80,358,99238,0.00000000,0.72716097,0.29598895,0.59056672,0.17434929
81,358,99238,0.00000000,0.72284810,0.29406461,0.58956449,0.17234409
82,358,99238,0.00000000,0.72293879,0.29705796,0.58281051,0.17126482
83,358,99238,0.00000000,0.72306979,0.29606516,0.58601797,0.17090644
84,358,99238,0.00000000,0.71444406,0.29681705,0.57751373,0.16694077
85,358,99238,0.00000000,0.72214273,0.29684108,0.58141723,0.16890634
86,358,99238,0.00000000,0.72780588,0.29822410,0.58624178,0.17234202
87,358,99238,0.00000000,0.72413793,0.29587832,0.59100865,0.17175956
88,358,99238,0.00000000,0.72481308,0.29890962,0.58110581,0.16995278
89,358,99238,0.00000000,0.72391624,0.29858982,0.58173393,0.16950459
90,358,99238,0.00000000,0.72205204,0.29711701,0.59080978,0.16715389
91,358,99238,0.00000000,0.72295895,0.29962036,0.56981461,0.16785314
92,358,99238,0.00000000,0.72264657,0.29782099,0.57830572,0.16836575
93,358,99238,0.00000000,0.73335819,0.29936319,0.58251866,0.17337054
94,358,99238,0.00000000,0.72941817,0.29932606,0.58151250,0.17119968
95,358,99238,0.00000000,0.72729196,0.29966851,0.57834711,0.16946456
96,358,99238,0.00000000,0.72441000,0.29984839,0.57942767,0.16943078
97,358,99238,0.00000000,0.72822911,0.29866225,0.58265153,0.17006730
98,358,99238,0.00000000,0.72587114,0.30095233,0.57017410,0.16622029
99,358,99238,0.00000000,0.72824926,0.29977569,0.57767563,0.17079147
