epoch,val_total_grids,val_total_cells,val_grid_accuracy,val_cell_accuracy,val_copy_rate,val_change_recall,val_transformation_quality
37,358,99238,0.00279330,0.87984441,0.31296455,0.66904449,0.25688983
38,358,99238,0.00279330,0.88403636,0.31298599,0.66315561,0.26034372
39,358,99238,0.00279330,0.88239384,0.31634061,0.65673221,0.25500742
40,358,99238,0.00279330,0.88197062,0.31600764,0.65829083,0.25588761
41,358,99238,0.00279330,0.88178923,0.31579024,0.66083045,0.25678685
42,358,99238,0.00279330,0.88056994,0.31423973,0.65784557,0.25601609
43,358,99238,0.00279330,0.87870574,0.31380057,0.66106974,0.25507902
44,358,99238,0.00000000,0.87781898,0.31468136,0.65835323,0.25256787
45,358,99238,0.00279330,0.87857474,0.31677489,0.65780076,0.25316933
46,358,99238,0.00279330,0.87957234,0.31359115,0.66218768,0.25625682
47,358,99238,0.00279330,0.87843366,0.31338507,0.66011941,0.25507016
48,358,99238,0.00279330,0.87466495,0.30797228,0.67389175,0.25508677
49,358,99238,0.00000000,0.87314335,0.32484037,0.63816941,0.24281672
50,358,99238,0.00000000,0.87772829,0.32025172,0.65736473,0.25186710
51,358,99238,0.00000000,0.87830267,0.31519882,0.66566503,0.25456639
52,358,99238,0.00000000,0.87715391,0.31740277,0.65519369,0.25051707
53,358,99238,0.00000000,0.87696245,0.31741472,0.65463236,0.25071994
54,358,99238,0.00000000,0.87252867,0.32342292,0.63401938,0.24144899
55,358,99238,0.00279330,0.87398980,0.31830957,0.64901022,0.24738443
56,358,99238,0.00000000,0.87481610,0.31454457,0.66802855,0.25032961
57,358,99238,0.00279330,0.87333481,0.31938676,0.64671780,0.24544915
58,358,99238,0.00000000,0.87642838,0.31951316,0.65119222,0.24848158
59,358,99238,0.00000000,0.87543078,0.31895854,0.64959247,0.24728096
60,358,99238,0.00279330,0.87378827,0.31499215,0.65977918,0.24940508
61,358,99238,0.00000000,0.87449364,0.31626313,0.65166408,0.25057789
62,358,99238,0.00000000,0.87363711,0.31759593,0.65508858,0.24702196
63,358,99238,0.00279330,0.87340535,0.31701811,0.65496887,0.24889426
64,358,99238,0.00279330,0.87314335,0.31653792,0.65608023,0.24747204
65,358,99238,0.00279330,0.87337512,0.31742100,0.65430157,0.24720689
66,358,99238,0.00000000,0.87197445,0.31354012,0.65943647,0.25036129
67,358,99238,0.00279330,0.87172253,0.31916254,0.65069381,0.24687696
68,358,99238,0.00279330,0.87071485,0.32348088,0.63515083,0.24143666
69,358,99238,0.00000000,0.87224652,0.32296206,0.63916821,0.24283504
70,358,99238,0.00000000,0.87142022,0.31976103,0.64482169,0.24352547
71,358,99238,0.00000000,0.87103730,0.32066764,0.64057842,0.24239621
72,358,99238,0.00000000,0.87123884,0.31815544,0.64305186,0.24583052
73,358,99238,0.00279330,0.87063423,0.31796546,0.64893903,0.24386998
74,358,99238,0.00279330,0.87184345,0.32294981,0.64255551,0.24147887
75,358,99238,0.00279330,0.87168222,0.32121941,0.64231404,0.24348197
76,358,99238,0.00000000,0.87034201,0.31847159,0.64848634,0.24364508
77,358,99238,0.00000000,0.87111792,0.31998476,0.64372326,0.24308294
78,358,99238,0.00000000,0.86901187,0.32036046,0.64439599,0.24343347
79,358,99238,0.00000000,0.87010016,0.32831418,0.63049298,0.23807961
80,358,99238,0.00000000,0.87020093,0.31900503,0.64593111,0.24349093
81,358,99238,0.00000000,0.87085592,0.32257517,0.63859928,0.24201027
82,358,99238,0.00000000,0.87055362,0.32352681,0.63863172,0.24120282
83,358,99238,0.00000000,0.86968702,0.32260603,0.63993097,0.24048640
84,358,99238,0.00279330,0.86422540,0.31421602,0.65785294,0.24212305
85,358,99238,0.00279330,0.87070477,0.31929402,0.64827731,0.24229930
86,358,99238,0.00000000,0.86947540,0.32466299,0.63862087,0.23847475
87,358,99238,0.00000000,0.86793365,0.32265665,0.64156670,0.23909040
88,358,99238,0.00279330,0.86875995,0.32407534,0.63285467,0.23876446
89,358,99238,0.00279330,0.86839719,0.32355278,0.63475403,0.23819118
90,358,99238,0.00279330,0.86575707,0.32834375,0.61912957,0.23277864
91,358,99238,0.00279330,0.87006993,0.32685151,0.62813250,0.23805992
92,358,99238,0.00279330,0.86595860,0.33175385,0.61305341,0.23120579
93,358,99238,0.00279330,0.86710736,0.32323167,0.63622564,0.23790644
94,358,99238,0.00000000,0.86629114,0.32339179,0.63351796,0.23692295
95,358,99238,0.00000000,0.86545477,0.32252093,0.63630170,0.23673810
96,358,99238,0.00000000,0.86304641,0.31842235,0.64086803,0.23867180
97,358,99238,0.00000000,0.86447732,0.32062921,0.63507937,0.23549015
98,358,99238,0.00000000,0.86431609,0.32631104,0.62609243,0.23434256
99,358,99238,0.00279330,0.86561599,0.31938299,0.63864883,0.24126239
