run,variant,tag,step,value
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,4040,0.00046373248915188015
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,4141,0.00012548781523946673
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,4242,0.0018498849822208285
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,4343,0.001726078800857067
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,4444,0.0013878341997042298
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,4545,0.0009257833007723093
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,4646,0.00046373248915188015
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,4747,0.00012548781523946673
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,4848,0.0018498849822208285
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,4949,0.001726078800857067
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,5050,0.0013878341997042298
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,5151,0.0009257833007723093
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,5252,0.00046373248915188015
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,5353,0.00012548781523946673
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,5454,0.0018498849822208285
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,5555,0.001726078800857067
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,5656,0.0013878341997042298
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,5757,0.0009257833007723093
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,5858,0.00046373248915188015
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,5959,0.00012548781523946673
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,6060,0.0018498849822208285
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,6161,0.001726078800857067
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,6262,0.0013878341997042298
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,6363,0.0009257833007723093
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,6464,0.00046373248915188015
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,6565,0.00012548781523946673
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,6666,0.0018498849822208285
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,6767,0.001726078800857067
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,6868,0.0013878341997042298
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,6969,0.0009257833007723093
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,7070,0.00046373248915188015
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,7171,0.00012548781523946673
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,7272,0.0018498849822208285
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,7373,0.001726078800857067
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,7474,0.0013878341997042298
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,7575,0.0009257833007723093
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,7676,0.00046373248915188015
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,7777,0.00012548781523946673
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,7878,0.0018498849822208285
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,7979,0.001726078800857067
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,8080,0.0013878341997042298
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,8181,0.0009257833007723093
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,8282,0.00046373248915188015
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,8383,0.00012548781523946673
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,8484,0.0018498849822208285
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,8585,0.001726078800857067
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,8686,0.0013878341997042298
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,8787,0.0009257833007723093
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,8888,0.00046373248915188015
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,8989,0.00012548781523946673
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,9090,0.0018498849822208285
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,9191,0.001726078800857067
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,9292,0.0013878341997042298
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,9393,0.0009257833007723093
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,9494,0.00046373248915188015
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,9595,0.00012548781523946673
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,9696,0.0018498849822208285
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,9797,0.001726078800857067
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,9898,0.0013878341997042298
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,lr-Adam,9999,0.0009257833007723093
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,100,0.894731342792511
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,201,0.8952472805976868
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,302,0.8959383964538574
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,403,0.8961209058761597
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,504,0.8961027264595032
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,605,0.8963415622711182
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,706,0.8919191956520081
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,807,0.892401933670044
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,908,0.8914249539375305
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,1009,0.8929833173751831
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,1110,0.8932281732559204
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,1211,0.8932726979255676
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,1312,0.8900582790374756
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,1413,0.8892356157302856
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,1514,0.8877995014190674
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,1615,0.889630138874054
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,1716,0.8877965211868286
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,1817,0.8881213665008545
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,1918,0.8859570026397705
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,2019,0.8825211524963379
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,2120,0.885683536529541
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,2221,0.884380042552948
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,2322,0.883414089679718
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,2423,0.883958101272583
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,2524,0.8816055059432983
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,2625,0.882483184337616
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,2726,0.8808268308639526
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,2827,0.8808775544166565
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,2928,0.8796737194061279
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,3029,0.8788638114929199
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,3130,0.8784393072128296
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,3231,0.8785655498504639
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,3332,0.8780574798583984
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,3433,0.8779345750808716
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,3534,0.8762868642807007
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,3635,0.8765120506286621
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,3736,0.8745548725128174
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,3837,0.8786107301712036
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,3938,0.874631941318512
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,4039,0.8749672770500183
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,4140,0.8742555379867554
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,4241,0.8743351697921753
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,4342,0.8752382397651672
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,4443,0.8727635145187378
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,4544,0.8734033107757568
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,4645,0.8712671399116516
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,4746,0.87105792760849
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,4847,0.870280921459198
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,4948,0.8690589666366577
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,5049,0.8685745000839233
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,5150,0.8678101301193237
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,5251,0.8707615733146667
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,5352,0.869732141494751
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,5453,0.8696935772895813
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,5554,0.8673049807548523
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,5655,0.8675039410591125
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,5756,0.8681785464286804
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,5857,0.8674001693725586
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,5958,0.8676952123641968
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,6059,0.8670153617858887
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,6160,0.8638061285018921
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,6261,0.864710807800293
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,6362,0.8670569658279419
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,6463,0.8644979596138
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,6564,0.8660228252410889
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,6665,0.8658509254455566
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,6766,0.8649622797966003
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,6867,0.8636236190795898
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,6968,0.8679932951927185
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,7069,0.8634650111198425
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,7170,0.8623228669166565
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,7271,0.8634881377220154
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,7372,0.8632038235664368
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,7473,0.8623596429824829
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,7574,0.8644629716873169
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,7675,0.8622295260429382
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,7776,0.8631746768951416
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,7877,0.8629302978515625
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,7978,0.8618447184562683
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,8079,0.8622004985809326
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,8180,0.8612341284751892
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,8281,0.8612456321716309
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,8382,0.8622270226478577
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,8483,0.8618872165679932
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,8584,0.8604411482810974
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,8685,0.8584816455841064
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,8786,0.8608366250991821
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,8887,0.8610517382621765
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,8988,0.8599491119384766
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,9089,0.8601296544075012
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,9190,0.8569040894508362
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,9291,0.8625187277793884
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,9392,0.8594887852668762
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,9493,0.8591098785400391
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,9594,0.8598702549934387
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,9695,0.8606034517288208
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,9796,0.8560959100723267
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,9897,0.85691237449646
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,9998,0.8562316298484802
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_cell_accuracy,10099,0.8571488261222839
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,100,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,201,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,302,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,403,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,504,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,605,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,706,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,807,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,908,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,1009,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,1110,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,1211,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,1312,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,1413,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,1514,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,1615,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,1716,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,1817,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,1918,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,2019,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,2120,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,2221,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,2322,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,2423,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,2524,0.0
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,2625,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,2726,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,2827,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,2928,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,3029,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,3130,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,3231,0.0
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,3332,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,3433,0.0
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,3534,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,3635,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,3736,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,3837,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,3938,0.0
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,4039,0.0
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,4140,0.0
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,4241,0.0
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,4342,0.0
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,4443,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,4544,0.0
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,4645,0.0
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,4746,0.0
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,4847,0.0
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,4948,0.0
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,5049,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,5150,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,5251,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,5352,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,5453,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,5554,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,5655,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,5756,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,5857,0.002793296007439494
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,5958,0.0
logs_arc_agi_2_run_1,exp2_champion_arc-agi-2_csv,val_grid_accuracy,6059,0.0
