epoch,val_grid_accuracy,val_cell_accuracy,val_copy_rate,val_change_recall,val_transformation_quality
59,0.00000000,0.73039561,0.28547875,0.60823518,0.18214694
60,0.00000000,0.72770511,0.29000421,0.60200248,0.17697059
61,0.00000000,0.72877325,0.28178361,0.62367027,0.18448302
62,0.00000000,0.72370463,0.29097969,0.59093347,0.17599640
63,0.00000000,0.73401318,0.28806156,0.60805834,0.18307635
64,0.00000000,0.73059715,0.28616782,0.60186465,0.18091701
65,0.00000000,0.73086922,0.28624544,0.60221174,0.18033839
66,0.00000000,0.73317681,0.28958289,0.59945710,0.17994156
67,0.00000000,0.72772527,0.28918487,0.59574085,0.17903796
68,0.00000000,0.73431548,0.29255417,0.59249113,0.17853570
69,0.00000000,0.72789657,0.29034577,0.59510736,0.17927720
70,0.00000000,0.72985147,0.28791069,0.60429265,0.17840636
71,0.00000000,0.73098007,0.28858425,0.60374480,0.18012515
72,0.00000000,0.73175598,0.28445966,0.61351984,0.18189759
73,0.00000000,0.73373103,0.28973285,0.60421219,0.18177373
74,0.00000000,0.72980108,0.29332213,0.58919618,0.17482706
75,0.00000000,0.73158468,0.28197108,0.61864846,0.18456774
76,0.00000000,0.72960963,0.28898759,0.60306163,0.17901812
77,0.00000000,0.73066769,0.28757990,0.60722168,0.17989644
78,0.00000000,0.73062738,0.29327229,0.59626458,0.17762064
79,0.00000000,0.72747335,0.28263465,0.61390682,0.18080519
80,0.00000000,0.72605252,0.28669042,0.60616594,0.17730125
81,0.00000000,0.72890425,0.28415524,0.61501588,0.18148422
82,0.00000000,0.72915617,0.28646451,0.60454628,0.17967208
83,0.00000000,0.72939801,0.28634352,0.60643386,0.17999489
84,0.00000000,0.72960963,0.28796116,0.60418047,0.17836031
85,0.00000000,0.72846087,0.28768809,0.60192018,0.17835934
86,0.00000000,0.72739273,0.28170089,0.60859858,0.17871791
87,0.00000000,0.73284427,0.28498979,0.61762344,0.18303655
88,0.00000000,0.72955924,0.28684232,0.60645173,0.17916224
89,0.00000000,0.73007316,0.28640852,0.61023735,0.17884994
90,0.00000000,0.72702997,0.28764124,0.59943278,0.17437405
91,0.00000000,0.72750358,0.28612948,0.61085787,0.17809287
92,0.00000000,0.72468208,0.28719011,0.60503288,0.17573404
93,0.00000000,0.73013362,0.28267026,0.60579049,0.17802075
94,0.00000000,0.73004293,0.28176105,0.61061987,0.17996857
95,0.00000000,0.72875310,0.28148103,0.61239452,0.17924499
96,0.00000000,0.73111107,0.28623798,0.60793149,0.17875485
97,0.00000000,0.73037546,0.28294893,0.60646998,0.18142933
98,0.00000000,0.72809811,0.28707682,0.61040665,0.17710212
99,0.00000000,0.72836010,0.28017795,0.61584932,0.18015633
