epoch,val_total_grids,val_total_cells,val_grid_accuracy,val_cell_accuracy,val_copy_rate,val_change_recall,val_transformation_quality
72,358,99238,0.00000000,0.86981801,0.32568471,0.63808386,0.23791119
73,358,99238,0.00000000,0.86907233,0.32200974,0.64127659,0.24198022
74,358,99238,0.00000000,0.87125899,0.32469688,0.63826499,0.24248902
75,358,99238,0.00000000,0.87078538,0.32282247,0.63948852,0.24109753
76,358,99238,0.00000000,0.87045285,0.32640428,0.63192157,0.23919133
77,358,99238,0.00000000,0.87141015,0.32497121,0.63557958,0.24116203
78,358,99238,0.00279330,0.87117838,0.32693924,0.63191729,0.23851316
79,358,99238,0.00000000,0.86764143,0.32895246,0.63150055,0.23503234
80,358,99238,0.00000000,0.86902195,0.32282086,0.64091736,0.23744262
81,358,99238,0.00000000,0.86927387,0.33088381,0.62071044,0.23368808
82,358,99238,0.00000000,0.86814527,0.32783534,0.62624168,0.23468930
83,358,99238,0.00000000,0.86853826,0.32758543,0.62619623,0.23542628
84,358,99238,0.00000000,0.86778250,0.32425386,0.63617217,0.23811435
85,358,99238,0.00000000,0.86902195,0.32523907,0.62990231,0.23637384
86,358,99238,0.00000000,0.86769181,0.33002781,0.62484985,0.23530579
87,358,99238,0.00000000,0.86612991,0.32792332,0.62425037,0.23288632
88,358,99238,0.00000000,0.86647252,0.33010523,0.61934179,0.23175664
89,358,99238,0.00000000,0.86711743,0.32813134,0.62412750,0.23362550
90,358,99238,0.00279330,0.86558576,0.32681892,0.62700725,0.23441814
91,358,99238,0.00000000,0.86893126,0.32577511,0.63883409,0.23859073
92,358,99238,0.00000000,0.86616014,0.33096681,0.61808418,0.23082527
93,358,99238,0.00279330,0.86580745,0.32999299,0.61980429,0.23218176
94,358,99238,0.00000000,0.86606945,0.32930078,0.62347765,0.23245199
95,358,99238,0.00000000,0.86726859,0.32925293,0.62204390,0.23378947
96,358,99238,0.00000000,0.86597876,0.33046166,0.62833124,0.23115359
97,358,99238,0.00279330,0.86437655,0.32573619,0.63029813,0.23428817
98,358,99238,0.00000000,0.86668413,0.33035994,0.62315694,0.23289907
99,358,99238,0.00000000,0.86599891,0.32778477,0.63417886,0.23280241
